@relation 'C__Users_samir_Desktop_2nd Semester_AI_HW5_Dataset_Training'

@attribute text string
@attribute @@class@@ {one,zero}

@data
'not too screamy not to masculine but just right  \r\n',one
'the new characters weren\'t all that memorableand i found myself forgetting who was who  \r\n',zero
'i have yet to run this new battery below two bars and that\'s three days without charging\r\n',one
'the commercials are the most misleading\r\n',zero
'one of my favorite purchases ever\r\n',one
'worst customer service ever\r\n',zero
'the camera really likes her in this movie  \r\n',one
'i felt as though her going to ireland did absolutely nothing whatsoever  \r\n',zero
'i would have casted her in that role after ready the script  \r\n',one
'it didn\'t make me scaredhorrifiedor make me sympathetic towards the characters; it was simply annoying  \r\n',zero
'as a europeanthe movie is a nice throwback to my time as a student in the 1980\'s and the experiences i had living abroad and interacting with other nationalitiesalthough the circumstances were slightly different  \r\n',one
'the jerky camera movements were also annoying  \r\n',zero
'this movie is excellentangel is beautiful and scamp is adorablehis little yelps when hes scared,and the funniest parts are whenscamp is caught under the curtain and when angel and scamp are singing \'ive never had this feeling before\'i totally recommend this movie,its coming out on special edition on june 20the cover has scamp on a garbage can and angel underneath the lid  \r\n',one
'the plot was the same as pretty much every other cheap horror  \r\n',zero
'i just cant explain this movie more than romantic,charming,hilarious,and adorablethe junkyard scenes are funny,all the junkyard dogs have something specialtoo funny i laughed,kids will love itbuy it when it comes out,it has new features  \r\n',one
'there was a few pathetic attempts to give the characters some depthbut it didn\'t really work into the rest of the plot  \r\n',zero
'an interesting premiseand billy drago is always good as a dangerous nut-bag side note i\'d love to see dragostephen mchattie and lance hendrikson in a flick together; talk about raging cheekbones  \r\n',one
'i guess it was supposed to be clever twistthen shed some light on the situationbut it was just stupid  \r\n',zero
'the soundtrack wasn\'t terribleeither  \r\n',one
'if you see ityou should probably just leave it on the shelf  \r\n',zero
'stillit was the sets that got a big \"10\" on my \"oy-vey\" scale  \r\n',one
'this totally unfunny movie is so over the top and pathetic and unrealistic that throughout the whole 90 minutes of utter torture i probably looked at my watch about 70000 times  \r\n',zero
'both do good jobs and are quite amusing  \r\n',one
'lucy bell is so much higher than this crap and for her to sink this low is quite depressing  \r\n',zero
'the last 15 minutes of movie are also not bad as well  \r\n',one
'all this movie does is make you sick watching all these slackers make excuses for their stupid actions for 90 minutes  \r\n',zero
'best bluetooth on the market\r\n',one
'no additional ear gels providedand no instructions whatsoever\r\n',zero
'i like armand assante & my cable company\'s summary sounded interestingso i watched ittwice alreadyand probably will again  \r\n',one
'godand i can never get that 90 minutes back  \r\n',zero
'i believe the screenwriter did a good job of tying up the loose ends  \r\n',one
'almost all of the songs in cover girl are old-fashioned and not very tuneful  \r\n',zero
'my 8/10 score is mostly for the plot  \r\n',one
'the most annoying thing about \'cover girl\' is the way in which rita hayworth is put up on a pedestal  \r\n',zero
'i won\'t say any more - i don\'t like spoilersso i don\'t want to be onebut i believe this film is worth your time  \r\n',one
'unfortunately\'cover girl\' is an example of how hollywood used to exploit women for financial gain  \r\n',zero
'i was deeply impressed with the character he played  \r\n',one
'i couldn\'t take them seriously  \r\n',zero
'i knew when i saw the film that more great things were to come from this gifted actor  \r\n',one
'i am a fan of his  this movie sucked really bad  \r\n',zero
'i loved this movie it was a great portrayal of a family who had it\'s share of ups and downbut in the end they knew that special love they had for each other  \r\n',one
'even worse than ticker  \r\n',zero
'i have seen many movies starring jaclyn smithbut my god this was one of her bestthough it came out 12 years ago  \r\n',one
'& that movie was bad  \r\n',zero
'this movie contained an all-star castand what i loved the most was that it opened my eyes to see other actors who i haven\'t seen before  \r\n',one
'only like 3 or 4 buildings useda couple of locations maybe& poor hummh  \r\n',zero
'this movie was kind of long in lengthbut i enjoyed every minute of it  \r\n',one
'it just blew  \r\n',zero
'authentic leather with nice shine and comfort i recommend you this case \r\n',one
'it defeats the purpose of a bluetooth headset\r\n',zero
'overall i rate this movie a 10 out of a 1-10 scale  \r\n',one
'now we were chosen to be tortured with this disgusting piece of blatant american propaganda  \r\n',zero
'lifetime does not air it enoughso if anyone knows what store sells it let me know because this is a must-have  \r\n',one
'this show is made for americans - it is too stupid and full with hatred and clichés to be admitted elsewhere  \r\n',zero
'totally differentwith loads of understatement and black comedythis is a film few get to seebut those who do will remember it  \r\n',one
'almost everyone involved must be return to schoolacting is utterly predictable and badscript is pile of garbage all round  \r\n',zero
'this movie creates its own universeand is fascinating in every way  \r\n',one
'i wish i could enter negative valuesadmins?  \r\n',zero
'but this movie really got to me  \r\n',one
'the sets are so badthey wouldn\'t look out of place on a thunderbirds episode  \r\n',zero
'see it  \r\n',one
'the use of slow-motion needlessly repeats itself throughout the movie but is well backed up by bad acting and bad is a kind word hereno continuityscenes that are thrown in for no reason whatsoevervehicles that looked like they were made from a corn flakes box and a directorial style that bordered on stupidity  \r\n',zero
'i really hope the team behind this movie makes more moviesand that they will continue to do so in their ownsome kinda weird style  \r\n',one
'oh yeahand the storyline was pathetic too  \r\n',zero
'and i forgot the casting here i superbwith trond fausa aurvåg being perfect in the role as the bothersome manwho doesn\'t understand where he iswhat he is doing and why  \r\n',one
'i hate writing bad reviews about films - especially those in which i really like the star - but this film is so bad i don\'t believe for one second that anyone could have been proud of it  \r\n',zero
'this movie is a good and humorous comment on life in 2006  \r\n',one
'i am not a filmmaker nor am i a director but i would hide my head in the sand if i\'d spent whatever amount of money and time on this movie  \r\n',zero
'i found this move beautifulenjoyableand uplifting  \r\n',one
'in short - this was a monumental waste of time and energy and i would not recommend anyone to ever see this film  \r\n',zero
'i was very excited to get this headset because i thought it was really cute\r\n',one
'internet is excrutiatingly slow\r\n',zero
'initially the local sites in the filmwhich was filmed here in buffalointrigued me  \r\n',one
'it came free with a dvd player i bought but i still turned the thing off halfway through because i was embarrassed for howell  \r\n',zero
'later i found myself lost in the power of the film  \r\n',one
'1/10 - and only because there is no setting for 0/10  \r\n',zero
'the entire audience applauded at the conclusion of the film  \r\n',one
'but the acting--even that of such professionals as drago and debbie rochon--was terriblethe directing worse perhaps contributory to the formerthe dialog chimp-likeand the camera workbarely tolerable  \r\n',zero
'i left the theater with a lilt in my stepjoy in my heart and hope for the human race  \r\n',one
'yesi am simplifying things here for the sake of brevityfor this really is at the core of the problems with this film - it has too much going on without any realfulfilling explanation  \r\n',zero
'duris has a wholesome appearance and gives a fine performance  \r\n',one
'but the convoluted plot just didn\'t convince meand much of the film was watched with a weirdquestioning glance  \r\n',zero
'the rest of the cast also play well  \r\n',one
